"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"224";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"225";"Średnie ogólne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"226";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";1;"Babka";"Detractor";1;0;0;1
"227";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powyżej 60";8;"Babka";"Neutral";0;1;0;1
"228";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";7;"Babka";"Neutral";0;1;0;1
"229";"Wyższe";"Główny agronom";"więcej niż 250 ha";"51 - 60";4;"Babka";"Detractor";1;0;0;1
"230";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";7;"Babka";"Neutral";0;1;0;1
"231";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"232";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"233";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"234";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"235";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"236";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"237";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";9;"Babka";"Promoter";0;0;1;1
"238";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";9;"Babka";"Promoter";0;0;1;1
"239";"Średnie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"240";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";7;"Babka";"Neutral";0;1;0;1
"241";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"242";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"244";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"245";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";7;"Babka";"Neutral";0;1;0;1
"246";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"247";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"248";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";10;"Babka";"Promoter";0;0;1;1
"249";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"250";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"251";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"252";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"253";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"254";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"255";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"256";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";7;"Babka";"Neutral";0;1;0;1
"257";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"258";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";4;"Babka";"Detractor";1;0;0;1
"259";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"260";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"261";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"262";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";3;"Babka";"Detractor";1;0;0;1
"263";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"264";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";10;"Babka";"Promoter";0;0;1;1
"265";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"266";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"267";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";4;"Babka";"Detractor";1;0;0;1
"268";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"269";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"270";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej niż 30";7;"Babka";"Neutral";0;1;0;1
"271";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";7;"Babka";"Neutral";0;1;0;1
"272";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"273";"Średnie ogólne";"Główny agronom";"mniej niż 25 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"274";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";7;"Babka";"Neutral";0;1;0;1
"275";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"276";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"277";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"278";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"279";"Wyższe rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej niż 30";5;"Babka";"Detractor";1;0;0;1
"280";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";9;"Babka";"Promoter";0;0;1;1
"281";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";2;"Babka";"Detractor";1;0;0;1
"282";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej niż 30";1;"Babka";"Detractor";1;0;0;1
"283";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";3;"Babka";"Detractor";1;0;0;1
"285";"Średnie techniczne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";10;"Babka";"Promoter";0;0;1;1
"287";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"51 - 60";4;"Babka";"Detractor";1;0;0;1
"288";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";1;"Babka";"Detractor";1;0;0;1
"289";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"290";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";5;"Babka";"Detractor";1;0;0;1
"291";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"292";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";3;"Babka";"Detractor";1;0;0;1
"293";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"294";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";2;"Babka";"Detractor";1;0;0;1
"295";"Wyższe";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";0;"Babka";"Detractor";1;0;0;1
"296";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"powyżej 60";8;"Babka";"Neutral";0;1;0;1
"297";"Średnie techniczne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"298";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"mniej niż 30";8;"Babka";"Neutral";0;1;0;1
"299";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"300";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";5;"Babka";"Detractor";1;0;0;1
"301";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";7;"Babka";"Neutral";0;1;0;1
"302";"Wyższe";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"304";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"305";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"306";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";3;"Babka";"Detractor";1;0;0;1
"307";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"308";"Wyższe rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"309";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";8;"Babka";"Neutral";0;1;0;1
"310";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"41 - 50";1;"Babka";"Detractor";1;0;0;1
"311";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";2;"Babka";"Detractor";1;0;0;1
"312";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"313";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powyżej 60";3;"Babka";"Detractor";1;0;0;1
"314";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";6;"Babka";"Detractor";1;0;0;1
"316";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";6;"Babka";"Detractor";1;0;0;1
"318";"Wyższe";"Właściciel";"więcej niż 250 ha";"mniej niż 30";5;"Babka";"Detractor";1;0;0;1
"319";"Wyższe";"Właściciel";"więcej niż 250 ha";"powyżej 60";5;"Babka";"Detractor";1;0;0;1
"320";"Wyższe";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";6;"Babka";"Detractor";1;0;0;1
"322";"Wyższe";"Główny agronom";"więcej niż 250 ha";"powyżej 60";10;"Babka";"Promoter";0;0;1;1
"323";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"324";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";3;"Babka";"Detractor";1;0;0;1
"325";"Wyższe rolnicze";"Główny agronom";"50.01 - 100 ha";"powyżej 60";6;"Babka";"Detractor";1;0;0;1
"326";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"328";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"powyżej 60";7;"Babka";"Neutral";0;1;0;1
"329";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";9;"Babka";"Promoter";0;0;1;1
"330";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";1;"Babka";"Detractor";1;0;0;1
"331";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";5;"Babka";"Detractor";1;0;0;1
"332";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"333";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"334";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"335";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"336";"Wyższe";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";4;"Babka";"Detractor";1;0;0;1
"337";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"341";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"342";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";6;"Babka";"Detractor";1;0;0;1
"343";"Wyższe rolnicze";"Inna";"więcej niż 250 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"345";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";3;"Babka";"Detractor";1;0;0;1
"346";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"powyżej 60";8;"Babka";"Neutral";0;1;0;1
"347";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";2;"Babka";"Detractor";1;0;0;1
"348";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"349";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";1;"Babka";"Detractor";1;0;0;1
"350";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"41 - 50";0;"Babka";"Detractor";1;0;0;1
"352";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";7;"Babka";"Neutral";0;1;0;1
"353";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";10;"Babka";"Promoter";0;0;1;1
"354";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"355";"Średnie techniczne";"Właściciel";"25.01 - 50 ha";"41 - 50";6;"Babka";"Detractor";1;0;0;1
"356";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";8;"Babka";"Neutral";0;1;0;1
"357";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";6;"Babka";"Detractor";1;0;0;1
"358";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"359";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"360";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"361";"Wyższe rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"362";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";3;"Babka";"Detractor";1;0;0;1
"363";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";4;"Babka";"Detractor";1;0;0;1
"364";"Wyższe";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"365";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"41 - 50";8;"Babka";"Neutral";0;1;0;1
"366";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";7;"Babka";"Neutral";0;1;0;1
"367";"Średnie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Babka";"Detractor";1;0;0;1
"368";"Wyższe";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";2;"Babka";"Detractor";1;0;0;1
"369";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"51 - 60";6;"Babka";"Detractor";1;0;0;1
"370";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"powyżej 60";9;"Babka";"Promoter";0;0;1;1
"371";"Wyższe rolnicze";"Właściciel";"25.01 - 50 ha";"powyżej 60";5;"Babka";"Detractor";1;0;0;1
"372";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"373";"Wyższe";"Główny agronom";"100.01 - 250 ha";"powyżej 60";3;"Babka";"Detractor";1;0;0;1
"375";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"377";"Średnie techniczne";"Agronom ekspert";"mniej niż 25 ha";"powyżej 60";1;"Babka";"Detractor";1;0;0;1
"380";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";4;"Babka";"Detractor";1;0;0;1
"381";"Wyższe";"Główny agronom";"więcej niż 250 ha";"31 - 40";7;"Babka";"Neutral";0;1;0;1
"382";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";7;"Babka";"Neutral";0;1;0;1
"383";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"powyżej 60";8;"Babka";"Neutral";0;1;0;1
"384";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"385";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";6;"Babka";"Detractor";1;0;0;1
"388";"Wyższe";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";2;"Babka";"Detractor";1;0;0;1
"389";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"powyżej 60";10;"Babka";"Promoter";0;0;1;1
"391";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej niż 30";2;"Babka";"Detractor";1;0;0;1
"392";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"393";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";3;"Chaber";"Detractor";1;0;0;1
"394";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";9;"Chaber";"Promoter";0;0;1;1
"395";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";9;"Chaber";"Promoter";0;0;1;1
"396";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";9;"Chaber";"Promoter";0;0;1;1
"397";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";8;"Chaber";"Neutral";0;1;0;1
"398";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"mniej niż 30";7;"Chaber";"Neutral";0;1;0;1
"399";"Wyższe";"Główny agronom";"100.01 - 250 ha";"41 - 50";9;"Chaber";"Promoter";0;0;1;1
"400";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";3;"Chaber";"Detractor";1;0;0;1
"401";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"powyżej 60";9;"Chaber";"Promoter";0;0;1;1
"402";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";6;"Chaber";"Detractor";1;0;0;1
"403";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";3;"Chaber";"Detractor";1;0;0;1
"404";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";5;"Chaber";"Detractor";1;0;0;1
"405";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"41 - 50";4;"Chaber";"Detractor";1;0;0;1
"406";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"mniej niż 30";5;"Chaber";"Detractor";1;0;0;1
"407";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"31 - 40";10;"Chaber";"Promoter";0;0;1;1
"408";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";1;"Chaber";"Detractor";1;0;0;1
"409";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"31 - 40";8;"Chaber";"Neutral";0;1;0;1
"410";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";5;"Chaber";"Detractor";1;0;0;1
"411";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"powyżej 60";6;"Chaber";"Detractor";1;0;0;1
"412";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";9;"Chaber";"Promoter";0;0;1;1
"413";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";0;"Chaber";"Detractor";1;0;0;1
"414";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";2;"Chaber";"Detractor";1;0;0;1
"415";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powyżej 60";9;"Chaber";"Promoter";0;0;1;1
"416";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Chaber";"Detractor";1;0;0;1
"417";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";2;"Chaber";"Detractor";1;0;0;1
"418";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";10;"Chaber";"Promoter";0;0;1;1
"419";"Średnie techniczne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";1;"Chaber";"Detractor";1;0;0;1
"420";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";6;"Chaber";"Detractor";1;0;0;1
"421";"Średnie ogólne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";8;"Chaber";"Neutral";0;1;0;1
"422";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";1;"Chaber";"Detractor";1;0;0;1
"423";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powyżej 60";5;"Chaber";"Detractor";1;0;0;1
"424";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";9;"Chaber";"Promoter";0;0;1;1
"425";"Wyższe";"Główny agronom";"więcej niż 250 ha";"51 - 60";2;"Chaber";"Detractor";1;0;0;1
"426";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";4;"Chaber";"Detractor";1;0;0;1
"427";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";10;"Chaber";"Promoter";0;0;1;1
"428";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";4;"Chaber";"Detractor";1;0;0;1
"429";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";8;"Chaber";"Neutral";0;1;0;1
"430";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";1;"Chaber";"Detractor";1;0;0;1
"431";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";4;"Chaber";"Detractor";1;0;0;1
"432";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";6;"Chaber";"Detractor";1;0;0;1
"433";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";1;"Chaber";"Detractor";1;0;0;1
"434";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";9;"Chaber";"Promoter";0;0;1;1
"435";"Średnie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";5;"Chaber";"Detractor";1;0;0;1
"436";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";4;"Chaber";"Detractor";1;0;0;1
"437";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";9;"Chaber";"Promoter";0;0;1;1
"438";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"powyżej 60";7;"Chaber";"Neutral";0;1;0;1
"439";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"51 - 60";9;"Chaber";"Promoter";0;0;1;1
"440";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";2;"Chaber";"Detractor";1;0;0;1
"441";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";2;"Chaber";"Detractor";1;0;0;1
"442";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";10;"Chaber";"Promoter";0;0;1;1
"443";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";8;"Chaber";"Neutral";0;1;0;1
"444";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";4;"Chaber";"Detractor";1;0;0;1
"445";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";3;"Chaber";"Detractor";1;0;0;1
"446";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";5;"Chaber";"Detractor";1;0;0;1
"447";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";8;"Chaber";"Neutral";0;1;0;1
"448";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Chaber";"Promoter";0;0;1;1
"449";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";7;"Chaber";"Neutral";0;1;0;1
"450";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"31 - 40";4;"Chaber";"Detractor";1;0;0;1
"451";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";9;"Chaber";"Promoter";0;0;1;1
"452";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";7;"Chaber";"Neutral";0;1;0;1
"453";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";7;"Chaber";"Neutral";0;1;0;1
"454";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";3;"Chaber";"Detractor";1;0;0;1
"455";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";8;"Chaber";"Neutral";0;1;0;1
"456";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";8;"Chaber";"Neutral";0;1;0;1
"457";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";1;"Chaber";"Detractor";1;0;0;1
"458";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";9;"Chaber";"Promoter";0;0;1;1
"459";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";8;"Chaber";"Neutral";0;1;0;1
